odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
333,115th Residence,,Nursing and residential care facilities,Province of British Columbia,1629 115 ave dawson creek bc v1g 3c7,V1G 3C7,dawson creek,BC,Dawson Creek,5955014.0,55.74558929999999,-120.25010959999999,https://www.statcan.gc.ca/en/lode/databases/odhf
334,11a Home,,Nursing and residential care facilities,Province of British Columbia,5145 11a ave delta bc v4m 1z7,V4M 1Z7,delta,BC,Delta,5915011.0,49.024152799999996,-123.0812712,https://www.statcan.gc.ca/en/lode/databases/odhf
335,1220 East 14th,,Nursing and residential care facilities,Province of British Columbia,1220 14th st e north vancouver bc v7j 1k2,V7J 1K2,north vancouver,BC,North Vancouver,5915051.0,49.3209903,-123.0404142,https://www.statcan.gc.ca/en/lode/databases/odhf
336,122nd Avenue Home,,Nursing and residential care facilities,Province of British Columbia,22229 122nd ave maple ridge bc v2x 3x8,V2X 3X8,maple ridge,BC,Maple Ridge,5915075.0,49.2244182,-122.60623740000001,https://www.statcan.gc.ca/en/lode/databases/odhf
337,123 Walk-in Clinic,,Ambulatory health care services,Province of British Columbia,108-2777 gladwin road abbotsford bc v2t 4v1,V2T 4V1,abbotsford,BC,Abbotsford,5909052.0,49.051786,-122.315463,https://www.statcan.gc.ca/en/lode/databases/odhf
338,123rd Home,,Nursing and residential care facilities,Province of British Columbia,20878 123rd ave maple ridge bc v2x 4b2,V2X 4B2,maple ridge,BC,Maple Ridge,5915075.0,49.2259116,-122.64270729999998,https://www.statcan.gc.ca/en/lode/databases/odhf
339,13333 - 20th Avenue,,Nursing and residential care facilities,Province of British Columbia,13333 20th ave surrey bc v4a 1z3,V4A 1Z3,surrey,BC,Surrey,5915004.0,49.038953,-122.85258200000001,https://www.statcan.gc.ca/en/lode/databases/odhf
340,1416 Residence,,Nursing and residential care facilities,Province of British Columbia,1416 102 ave dawson creek bc v1g2c9,V1G 2C9,dawson creek,BC,Dawson Creek,5955014.0,55.759787,-120.242,https://www.statcan.gc.ca/en/lode/databases/odhf
341,17th Street Home,,Nursing and residential care facilities,Province of British Columbia,4200 17 st vernon bc v1t 8r7,V1T 8R7,vernon,BC,Vernon,5937014.0,50.273778,-119.255517,https://www.statcan.gc.ca/en/lode/databases/odhf
342,1985 Treelane Road,,Nursing and residential care facilities,Province of British Columbia,1985 treelane rd campbell river bc v9w 4g1,V9W 4G1,campbell river,BC,Campbell River,5924034.0,50.025908,-125.27372,https://www.statcan.gc.ca/en/lode/databases/odhf
343,1990 Treelane Road,,Nursing and residential care facilities,Province of British Columbia,1990 treelane rd campbell river bc v9w 4e8,V9W 4E8,campbell river,BC,Campbell River,5924034.0,50.026306,-125.27363000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
344,216a Street,,Nursing and residential care facilities,Province of British Columbia,8983 216a st langley bc v1m 4c7,V1M 4C7,langley,BC,Langley,5915001.0,49.1658526,-122.62366429999999,https://www.statcan.gc.ca/en/lode/databases/odhf
345,227th Home,,Nursing and residential care facilities,Province of British Columbia,12775 227th st maple ridge bc v2x 6k5,V2X 6K5,maple ridge,BC,Maple Ridge,5915075.0,49.2346071,-122.5944504,https://www.statcan.gc.ca/en/lode/databases/odhf
346,25th Avenue Group Home,,Nursing and residential care facilities,Province of British Columbia,2980 25 ave ne salmon arm bc v1e 3c7,V1E 3C7,salmon arm,BC,Salmon Arm,5939032.0,50.7177569,-119.2529612,https://www.statcan.gc.ca/en/lode/databases/odhf
347,29th Street House,,Nursing and residential care facilities,Province of British Columbia,404 29 st castlegar bc v1n 3t9,V1N 3T9,castlegar,BC,Castlegar,5903045.0,49.2759644,-117.64612350000002,https://www.statcan.gc.ca/en/lode/databases/odhf
348,30th Street Group Home,,Nursing and residential care facilities,Province of British Columbia,1201 30 st ne salmon arm bc v1e 2b6,V1E 2B6,salmon arm,BC,Salmon Arm,5939032.0,50.708591999999996,-119.25112720000001,https://www.statcan.gc.ca/en/lode/databases/odhf
349,3381 Worthington,,Nursing and residential care facilities,Province of British Columbia,3381 worthington dr vancouver bc v5m 3x8,V5M 3X8,vancouver,BC,Vancouver,5915022.0,49.2551157,-123.03276229999999,https://www.statcan.gc.ca/en/lode/databases/odhf
350,35th Avenue Home,,Nursing and residential care facilities,Province of British Columbia,902 35 ave vernon bc v1t 2r3,V1T 2R3,vernon,BC,Vernon,5937014.0,50.266467600000006,-119.24342720000001,https://www.statcan.gc.ca/en/lode/databases/odhf
351,38th Avenue Group Home,,Nursing and residential care facilities,Province of British Columbia,461 e 38th ave vancouver bc v5w 1h8,V5W 1H8,vancouver,BC,Vancouver,5915022.0,49.236459499999995,-123.09494450000001,https://www.statcan.gc.ca/en/lode/databases/odhf
352,47th Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,1759 e 47th ave vancouver bc v5p 1p6,V5P 1P6,vancouver,BC,Vancouver,5915022.0,49.2279307,-123.07004099999999,https://www.statcan.gc.ca/en/lode/databases/odhf
353,4th Street Home,,Nursing and residential care facilities,Province of British Columbia,2304 4 st n cranbrook bc v1c 5v9,V1C 5V9,cranbrook,BC,Cranbrook,5901022.0,49.5156951,-115.74874709999999,https://www.statcan.gc.ca/en/lode/databases/odhf
354,58th Avenue Home,,Nursing and residential care facilities,Province of British Columbia,29172 58th ave abbotsford bc v4x 2g1,V4X 2G1,abbotsford,BC,Abbotsford,5909052.0,49.107193,-122.41584499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
355,5960 Angus Place,,Nursing and residential care facilities,Province of British Columbia,5960 angus pl surrey bc v3s 4w7,V3S 4W7,surrey,BC,Surrey,5915004.0,49.110777,-122.747127,https://www.statcan.gc.ca/en/lode/databases/odhf
356,5984 - 191a Street,,Nursing and residential care facilities,Province of British Columbia,5984 191a st surrey bc v3s 7n1,V3S 7N1,surrey,BC,Surrey,5915004.0,49.110683200000004,-122.69183500000001,https://www.statcan.gc.ca/en/lode/databases/odhf
357,6655a and 6655b Arlington Street,,Nursing and residential care facilities,Province of British Columbia,6655 arlington st vancouver bc v5s 3p1,V5S 3P1,vancouver,BC,Vancouver,5915022.0,49.222888,-123.029207,https://www.statcan.gc.ca/en/lode/databases/odhf
358,6699 Arlington,,Nursing and residential care facilities,Province of British Columbia,6699 arlington st vancouver bc v5s 3p1,V5S 3P1,vancouver,BC,Vancouver,5915022.0,49.222640999999996,-123.02946499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
359,7th Street,,Nursing and residential care facilities,Province of British Columbia,322 7 street s cranbrook bc v1c 1m7,V1C 1M7,cranbrook,BC,Cranbrook,5901022.0,49.5020649,-115.7749363,https://www.statcan.gc.ca/en/lode/databases/odhf
360,88th,,Nursing and residential care facilities,Province of British Columbia,23124 88th ave fort langley bc v1m 2r4,V1M 2R4,langley,BC,Langley,5915001.0,49.162358700000006,-122.5823423,https://www.statcan.gc.ca/en/lode/databases/odhf
361,917 Foster,,Nursing and residential care facilities,Province of British Columbia,917 foster ave coquitlam bc v3j 2l8,V3J 2L8,coquitlam,BC,Coquitlam,5915034.0,49.2565375,-122.8710548,https://www.statcan.gc.ca/en/lode/databases/odhf
362,92a Street House,,Nursing and residential care facilities,Province of British Columbia,8704 92a st fort st. john bc v1j 3j6,V1J 3J6,fort st john,BC,Fort St. John,5955034.0,56.23371650000001,-120.83400870000001,https://www.statcan.gc.ca/en/lode/databases/odhf
363,9511 Steveston Highway,,Nursing and residential care facilities,Province of British Columbia,9511 steveston hwy richmond bc v7a 1m7,V7A 1M7,richmond,BC,Richmond,5915015.0,49.13373789999999,-123.1212091,https://www.statcan.gc.ca/en/lode/databases/odhf
364,95th Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,1625 95 ave dawson creek bc v1g 1k2,V1G 1K2,dawson creek,BC,Dawson Creek,5955014.0,55.7674715,-120.24938600000002,https://www.statcan.gc.ca/en/lode/databases/odhf
365,Abbotsford Regional Hospital and Cancer Care,general,Hospitals,Public Health Agency of Canada,2179 mccallum rd. abbotsford bc v2s 3p1,V2S 3P1,abbotsford,BC,Abbotsford,5909052.0,49.041893,-122.29513600000001,https://www.statcan.gc.ca/en/lode/databases/odhf
366,Abbotsford Regional Hospital and Cancer Centre,cancer,Hospitals,Public Health Agency of Canada,32900 marshall rd abbotsford bc v2s 0c2,V2S 0C2,abbotsford,BC,Abbotsford,5909052.0,49.037872,-122.312854,https://www.statcan.gc.ca/en/lode/databases/odhf
367,Abbotsford Village Medical Clinic,,Ambulatory health care services,Province of British Columbia,302-2050 sumas way abbotsford bc v2s 2c7,V2S 2C7,abbotsford,BC,Abbotsford,5909052.0,49.038729,-122.269714,https://www.statcan.gc.ca/en/lode/databases/odhf
368,Abbott House,,Nursing and residential care facilities,Province of British Columbia,7109 westholme rd duncan bc v9l 6b4,V9L 6B4,duncan,BC,North Cowichan,5919008.0,48.850301,-123.71503999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
369,Abby Central Medical and Dental Clinic,,Ambulatory health care services,Province of British Columbia,2855 gladwin road abbotsford bc v2t 6y4,V2T 6Y4,abbotsford,BC,Abbotsford,5909052.0,49.0541,-122.3176,https://www.statcan.gc.ca/en/lode/databases/odhf
370,Aberdeen Hospital - Victoria,extended care,Nursing and residential care facilities,Public Health Agency of Canada,1450 hillside ave. victoria bc v8t 2b7,V8T 2B7,victoria,BC,Victoria,5917034.0,48.4418999,-123.34299999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
371,Able Care Medical Clinic,,Ambulatory health care services,Province of British Columbia,56-2991 lougheed highway coquitlam bc v3b 6j6,V3B 6J6,coquitlam,BC,Coquitlam,5915034.0,49.277419,-122.79502099999999,https://www.statcan.gc.ca/en/lode/databases/odhf
372,Acacia Ty Mawr,,Nursing and residential care facilities,Province of British Columbia,2655 shawnigan lake rd e shawnigan lake bc v0r 2w0,V0R 2W0,shawnigan lake,BC,Cowichan Valley B,5919046.0,48.649871000000005,-123.62358,https://www.statcan.gc.ca/en/lode/databases/odhf
373,Acropolis Manor,,Nursing and residential care facilities,Province of British Columbia,1325 summit ave prince rupert bc v8j 4c1,V8J 4C1,prince rupert,BC,Prince Rupert,5947012.0,54.304055000000005,-130.33,https://www.statcan.gc.ca/en/lode/databases/odhf
374,Adanac House,,Nursing and residential care facilities,Province of British Columbia,1745 adanac st victoria bc v8r 2c4,V8R 2C4,victoria,BC,Victoria,5917034.0,48.435026799999996,-123.3317071,https://www.statcan.gc.ca/en/lode/databases/odhf
375,Adanac Park Lodge,,Nursing and residential care facilities,Province of British Columbia,851 boundary rd vancouver bc v5k 4t2,V5K 4T2,vancouver,BC,Vancouver,5915022.0,49.2770771,-123.02459579999999,https://www.statcan.gc.ca/en/lode/databases/odhf
376,Adrian House,,Nursing and residential care facilities,Province of British Columbia,948 howard ave burnaby bc v5b 3r6,V5B 3R6,burnaby,BC,Burnaby,5915025.0,49.2756077,-122.9836654,https://www.statcan.gc.ca/en/lode/databases/odhf
377,Agassiz Seniors Community,,Nursing and residential care facilities,Province of British Columbia,1525 mackay cres agassiz bc v0m 1a3,V0M 1A3,agassiz,BC,Kent,5909032.0,49.2335015,-121.7681608,https://www.statcan.gc.ca/en/lode/databases/odhf
379,Airport Way Medical Clinic,,Ambulatory health care services,Province of British Columbia,5216 airport drive fort nelson bc v0c 1r0,V0C 1R0,fort nelson,BC,Northern Rockies,5959007.0,58.80862,-122.6934,https://www.statcan.gc.ca/en/lode/databases/odhf
380,Alberni-Clayoquot Continuing Care Society — Echo Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V9Y 4X3,port alberni,BC,Port Alberni,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
382,Alder House,,Nursing and residential care facilities,Province of British Columbia,4349 victoria dr vancouver bc v5n 4m9,V5N 4M9,vancouver,BC,Vancouver,5915022.0,49.2461756,-123.06553829999999,https://www.statcan.gc.ca/en/lode/databases/odhf
383,Alder Medical Centre,,Ambulatory health care services,Province of British Columbia,277 evergreen road campbell river bc v9w 5y4,V9W 5Y4,campbell river,BC,Campbell River,5924034.0,50.007502,-125.24114499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
384,Alder Medical Clinic,,Ambulatory health care services,Province of British Columbia,2-575b alder avenue 100 mile house bc v0k 2e1,V0K 2E1,100 mile house,BC,One Hundred Mile House,5941005.0,51.6391635,-121.2962013,https://www.statcan.gc.ca/en/lode/databases/odhf
385,Alexis Home,,Nursing and residential care facilities,Province of British Columbia,1561 alexis ave kamloops bc v2b 4l1,V2B 4L1,kamloops,BC,Kamloops,5933042.0,50.701097999999995,-120.3833093,https://www.statcan.gc.ca/en/lode/databases/odhf
386,Alfred Adult Residential,,Nursing and residential care facilities,Province of British Columbia,3668 alfred ave smithers bc v0j 2n0,V0J 2N0,smithers,BC,Smithers,5951043.0,54.776614,-127.17154,https://www.statcan.gc.ca/en/lode/databases/odhf
387,Alice Lake Place Group Home,,Nursing and residential care facilities,Province of British Columbia,2724 alice lake pl coquitlam bc v3c 5w8,V3C 5W8,coquitlam,BC,Coquitlam,5915034.0,49.2551287,-122.81308100000001,https://www.statcan.gc.ca/en/lode/databases/odhf
389,Allwood Medical Centre,,Ambulatory health care services,Province of British Columbia,102-2752 allwood street abbotsford bc v2t 3r7,V2T 3R7,abbotsford,BC,Abbotsford,5909052.0,49.051728000000004,-122.31981499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
390,Altesse,,Nursing and residential care facilities,Province of British Columbia,3762 thurston st burnaby bc v5h 1h7,V5H 1H7,burnaby,BC,Burnaby,5915025.0,49.2343917,-123.02145549999999,https://www.statcan.gc.ca/en/lode/databases/odhf
391,Amadeus Residence,,Nursing and residential care facilities,Province of British Columbia,842 pears rd victoria bc v9c 4a2,V9C 4A2,victoria,BC,Metchosin,5917042.0,48.392091,-123.53761999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
392,Amelia House,,Nursing and residential care facilities,Province of British Columbia,2316 amelia ave sidney bc v8l 2h6,V8L 2H6,sidney,BC,Sidney,5917010.0,48.658924299999995,-123.40378319999999,https://www.statcan.gc.ca/en/lode/databases/odhf
393,Amherst Private Hospital,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V5X 1X3,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
394,Amica at Edgemont Village,,Nursing and residential care facilities,Province of British Columbia,3225 highland blvd north vancouver bc v7r 0a3,V7R 0A3,north vancouver,BC,North Vancouver,5915046.0,49.33829,-123.101,https://www.statcan.gc.ca/en/lode/databases/odhf
395,Amica Douglas House,,Nursing and residential care facilities,Province of British Columbia,50 douglas st victoria bc v8v 2n8,V8V 2N8,victoria,BC,Victoria,5917034.0,48.410418,-123.3692,https://www.statcan.gc.ca/en/lode/databases/odhf
396,Amica Lions Gate,,Nursing and residential care facilities,Province of British Columbia,701 keith rd west vancouver bc v7t 1m2,V7T 1M2,west vancouver,BC,West Vancouver,5915055.0,49.331385100000006,-123.135713,https://www.statcan.gc.ca/en/lode/databases/odhf
397,Amica on the Gorge,,Nursing and residential care facilities,Province of British Columbia,994 gorge rd w victoria bc v9a 1p2,V9A 1P2,victoria,BC,Saanich,5917021.0,48.453413,-123.41963,https://www.statcan.gc.ca/en/lode/databases/odhf
398,Amica West Vancouver,,Nursing and residential care facilities,Province of British Columbia,659 clyde ave west vancouver bc v7t 1c8,V7T 1C8,west vancouver,BC,West Vancouver,5915055.0,49.328571600000004,-123.1332044,https://www.statcan.gc.ca/en/lode/databases/odhf
399,Amica White Rock,,Nursing and residential care facilities,Province of British Columbia,15333 16th ave surrey bc v4a 1r6,V4A 1R6,surrey,BC,Surrey,5915004.0,49.031330600000004,-122.7979716,https://www.statcan.gc.ca/en/lode/databases/odhf
400,Ananda House,,Nursing and residential care facilities,Province of British Columbia,1249 e 8th ave vancouver bc v5t 1v3,V5T 1V3,vancouver,BC,Vancouver,5915022.0,49.263484000000005,-123.079,https://www.statcan.gc.ca/en/lode/databases/odhf
401,Ancron Medical Centre,,Ambulatory health care services,Province of British Columbia,108-402 baker street nelson bc v1l 4h8,V1L 4H8,nelson,BC,Nelson,5903015.0,49.491628000000006,-117.294835,https://www.statcan.gc.ca/en/lode/databases/odhf
402,Anderson Manor,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V8V 4C8,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
