canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Fernridge Place,facility,physical_place,,2107 200th st langley bc v2z 1z6,langley,BC,V2Z 1Z6,49.040490999999996,-122.669881,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fernridge Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fifty Fourth Avenue Home,facility,physical_place,,12780 54th ave surrey bc v3x 3c2,surrey,BC,V3X 3C2,49.100283000000005,-122.868452,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fifty Fourth Avenue Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Finnish Home,facility,physical_place,,2288 harrison dr vancouver bc v5p 2p6,vancouver,BC,V5P 2P6,49.20822879999999,-123.06074540000002,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Finnish Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Finnish Manor,facility,physical_place,,3460 kalyk ave burnaby bc v5g 3b2,burnaby,BC,V5G 3B2,49.25405,-123.01274879999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Finnish Manor,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fir Park Village,facility,physical_place,,4411 wallace st port alberni bc v9y 7y5,port alberni,BC,V9Y 7Y5,49.250749,-124.79915,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fir Park Village,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fischer Place,facility,physical_place,,555 cedar avenue 100 mile house bc v0k 2e1,100 mile house,BC,V0K 2E1,51.63807,-121.291632,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fischer Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Five Corners Residence,facility,physical_place,,21451 old yale rd langley bc v3a 4m6,langley,BC,V3A 4M6,49.0915519,-122.62836750000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Five Corners Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Flamingo Road,facility,physical_place,,8244 flamingo rd prince george bc v2n 2j1,prince george,BC,V2N 2J1,54.005809,-122.82061999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Flamingo Road,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fleet Street Group Home,facility,physical_place,,2994 fleet st coquitlam bc v3c 3r8,coquitlam,BC,V3C 3R8,49.2634222,-122.8114257,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fleet Street Group Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fleetwood House,facility,physical_place,,9407 161st st surrey bc v4n 2p3,surrey,BC,V4N 2P3,49.173384000000006,-122.77644199999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fleetwood House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fleetwood Place,facility,physical_place,,16011 83rd ave surrey bc v4n 0n2,surrey,BC,V4N 0N2,49.153895,-122.778049,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fleetwood Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fletcher 1,facility,physical_place,,12062 fletcher st maple ridge bc v2x 6k9,maple ridge,BC,V2X 6K9,49.2216885,-122.5919793,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fletcher 1,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Forest View Place,facility,physical_place,,,clearwater,BC,V0E 1N0,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Forest View Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Forglen 5450,facility,physical_place,,5450 forglen dr burnaby bc v5h 3k7,burnaby,BC,V5H 3K7,49.234934499999994,-122.99260509999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Forglen 5450,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Forrest Place,facility,physical_place,,491 forrest dr warfield bc v1r 2h1,warfield,BC,V1R 2H1,49.0940859,-117.74757460000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Forrest Place,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Forrester House,facility,physical_place,,1998 forrester st victoria bc v8r 3h1,victoria,BC,V8R 3H1,48.443712,-123.32226000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Forrester House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fort Nelson Multi Level Unit,facility,physical_place,,,fort nelson,BC,V0C 1R0,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fort Nelson Multi Level Unit,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Fourth and Alma,facility,physical_place,,3625 w 4th ave vancouver bc v6r 1p2,vancouver,BC,V6R 1P2,49.268865000000005,-123.1845142,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fourth and Alma,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Foyer Maillard,facility,physical_place,,1010 alderson ave coquitlam bc v3k 1w1,coquitlam,BC,V3K 1W1,49.23926289999999,-122.8662457,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Foyer Maillard,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Francis House,facility,physical_place,,8640 cruickshank drive richmond bc v6y 2x6,richmond,BC,V6Y 2X6,49.149711200000006,-123.1472723,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Francis House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fraser Hope Lodge,facility,physical_place,,,hope,BC,V0X 1L4,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fraser Hope Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Fraser Supported Community Living,facility,physical_place,,4723 206a st langley city bc v3a 6n7,langley city,BC,V3A 6N7,49.0887548,-122.6516108,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fraser Supported Community Living,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fraser Valley Detox and Treatment Centre,facility,physical_place,,6705 satchell st abbotsford bc v4x 2e3,abbotsford,BC,V4X 2E3,49.1239695,-122.4160247,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fraser Valley Detox and Treatment Centre,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fraserside Residence,facility,physical_place,,7738 gilley ave burnaby bc v5j 4y2,burnaby,BC,V5J 4Y2,49.2134802,-122.9715652,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fraserside Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fraserview Intermediate Care Lodge,facility,physical_place,,9580 williams road richmond bc v7a 1h2,richmond,BC,V7A 1H2,49.1398092,-123.11747659999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fraserview Intermediate Care Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Frederick Road,facility,physical_place,,1075 frederick road north vancouver bc v7k 1h9,north vancouver,BC,V7K 1H9,49.3416966,-123.04401750000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Frederick Road,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fruitvale House,facility,physical_place,,1889 columbia gardens rd fruitvale bc v0g 1l0,fruitvale,BC,V0G 1L0,49.1122882,-117.54355259999998,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fruitvale House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Fsj Acl Four-Plex,facility,physical_place,,10519 102 ave fort st. john bc v1j 2e7,fort st john,BC,V1J 2E7,56.248114,-120.85713,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Fsj Acl Four-Plex,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Garden Manor Rest Home,facility,physical_place,,63 nicola st w kamloops bc v2c 1j5,kamloops,BC,V2C 1J5,50.672905799999995,-120.34084270000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Garden Manor Rest Home,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Gate House Adult Care,facility,physical_place,,3380 cobble hill rd cobble hill bc v0r 1l0,cobble hill,BC,V0R 1L0,48.681633000000005,-123.60683999999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gate House Adult Care,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Gatehouse,facility,physical_place,,2847 gatehouse pl courtenay bc v9n 8s1,courtenay,BC,V9N 8S1,49.7129894,-124.98625190000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gatehouse,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Gateway Crisis Stabilization Unit,facility,physical_place,,517 6th ave. n. williams lake bc v2g 2g8,williams lake,BC,V2G 2G8,52.1383395,-122.14311550000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gateway Crisis Stabilization Unit,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: psychiatric).
Gateway House,facility,physical_place,,2356 rosstown rd nanaimo bc v9t 3r7,nanaimo,BC,V9T 3R7,49.196739,-123.99909,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gateway House,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Gateway Lodge,facility,physical_place,,,prince george,BC,V2L 0B3,,,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gateway Lodge,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: long term care).
Gateway Lodge Complex Care,facility,physical_place,,1488 20th ave prince george bc v2l 0a5,prince george,BC,V2L 0A5,53.905864,-122.7543,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gateway Lodge Complex Care,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
Gaumont Residence,facility,physical_place,,1070 north glen dr kamloops bc v2b 5c1,kamloops,BC,V2B 5C1,50.7086212,-120.38293429999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Gaumont Residence,Imported from StatCan ODHF BC export (ODHF type: Nursing and residential care facilities; source type: unspecified).
